1.15E-01,1.15E-03,-1.02E+01,1.02E-02
1.49E-01,1.49E-03,-9.38E+00,9.38E-03
1.70E-01,1.70E-03,-8.93E+00,8.93E-03
1.85E-01,1.85E-03,-8.62E+00,8.62E-03
1.96E-01,1.96E-03,-8.38E+00,8.38E-03
2.06E-01,2.06E-03,-8.19E+00,8.19E-03
2.15E-01,2.15E-03,-8.02E+00,8.02E-03
2.22E-01,2.22E-03,-7.88E+00,7.88E-03
2.28E-01,2.28E-03,-7.76E+00,7.76E-03
2.34E-01,2.34E-03,-7.65E+00,7.65E-03
2.40E-01,2.40E-03,-7.55E+00,7.55E-03
2.45E-01,2.45E-03,-7.46E+00,7.46E-03
2.49E-01,2.49E-03,-7.38E+00,7.38E-03
2.53E-01,2.53E-03,-7.30E+00,7.30E-03
2.57E-01,2.57E-03,-7.23E+00,7.23E-03
2.61E-01,2.61E-03,-7.17E+00,7.17E-03
2.65E-01,2.65E-03,-7.10E+00,7.10E-03
2.68E-01,2.68E-03,-7.04E+00,7.04E-03
2.71E-01,2.71E-03,-6.99E+00,6.99E-03
2.74E-01,2.74E-03,-6.94E+00,6.94E-03
2.74E-01,2.74E-03,-6.94E+00,6.94E-03
2.74E-01,2.74E-03,-6.94E+00,6.94E-03
2.74E-01,2.74E-03,-6.94E+00,6.94E-03
