-2.92E-03,-2.92E-05,-1.73E+01,4.35E+00
1.95E-01,1.95E-03,-1.57E+01,9.44E-01
2.92E-01,2.92E-03,-1.15E+01,5.65E-03
3.23E-01,3.23E-03,-1.03E+01,9.08E-04
3.45E-01,3.45E-03,-9.64E+00,3.08E-04
3.54E-01,3.54E-03,-9.38E+00,2.62E-04
3.64E-01,3.64E-03,-9.09E+00,1.30E-04
3.72E-01,3.72E-03,-8.89E+00,1.22E-04
3.78E-01,3.78E-03,-8.73E+00,1.00E-04
3.88E-01,3.88E-03,-8.47E+00,7.19E-05
3.93E-01,3.93E-03,-8.36E+00,7.41E-05
3.99E-01,3.99E-03,-8.22E+00,5.44E-05
4.05E-01,4.05E-03,-8.08E+00,4.43E-05
4.08E-01,4.08E-03,-8.01E+00,4.40E-05
4.11E-01,4.11E-03,-7.93E+00,3.13E-05
4.16E-01,4.16E-03,-7.83E+00,3.63E-05
4.20E-01,4.20E-03,-7.74E+00,3.51E-05
4.24E-01,4.24E-03,-7.65E+00,3.12E-05
4.28E-01,4.28E-03,-7.57E+00,2.93E-05
4.32E-01,4.32E-03,-7.49E+00,2.57E-05
4.36E-01,4.36E-03,-7.41E+00,2.05E-05
4.40E-01,4.40E-03,-7.33E+00,1.90E-05
4.42E-01,4.42E-03,-7.27E+00,1.78E-05
4.45E-01,4.45E-03,-7.22E+00,1.81E-05
4.48E-01,4.48E-03,-7.16E+00,1.60E-05
4.51E-01,4.51E-03,-7.10E+00,1.80E-05
4.54E-01,4.54E-03,-7.04E+00,1.23E-05
4.56E-01,4.56E-03,-7.00E+00,1.41E-05
4.59E-01,4.59E-03,-6.96E+00,1.52E-05
4.59E-01,4.59E-03,-6.96E+00,1.46E-05
4.59E-01,4.59E-03,-6.96E+00,1.18E-05
4.59E-01,4.59E-03,-6.96E+00,1.52E-05
4.59E-01,4.59E-03,-6.96E+00,1.69E-05
