600,40
601,68
602,75
603,40
604,22
605,22
606,32
607,26
608,32
609,65
610,14
611,25
612,27
613,69
614,60
615,45
616,47
617,80
618,37
619,20
620,45
621,53
622,62
623,15
624,48
625,36
626,76
627,43
628,44
629,5
630,26
631,31
632,33
633,57
634,35
635,22
636,37
637,63
638,70
639,64
640,56
641,22
642,48
643,52
644,33
645,42
646,61
647,81
648,39
649,53
650,60
651,98
652,71
653,21
654,74
655,73
656,78
657,94
658,54
659,68
660,66
661,105
662,116
663,86
664,80
665,127
666,113
667,99
668,108
669,120
670,116
671,106
672,140
673,126
674,99
675,105
676,109
677,149
678,145
679,170
680,118
681,153
682,160
683,189
684,167
685,188
686,141
687,178
688,144
689,216
690,166
691,190
692,220
693,195
694,213
695,221
696,255
697,232
698,236
699,257
700,241
701,272
702,235
703,263
704,244
705,272
706,279
707,263
708,304
709,253
710,278
711,310
712,298
713,313
714,295
715,283
716,307
717,305
718,330
719,310
720,296
721,322
722,306
723,306
724,298
725,364
726,301
727,325
728,302
729,310
730,283
731,282
732,303
733,307
734,273
735,284
736,319
737,292
738,298
739,289
740,245
741,318
742,269
743,280
744,300
745,280
746,257
747,250
748,242
749,281
750,263
751,212
752,245
753,191
754,236
755,247
756,204
757,263
758,168
759,171
760,241
761,190
762,219
763,209
764,204
765,176
766,85
767,203
768,200
769,133
770,125
771,169
772,78
773,158
774,79
775,136
776,89
777,138
778,71
779,140
780,68
781,111
782,63
783,82
784,99
785,95
786,82
787,68
788,49
789,55
790,74
791,61
792,91
793,48
794,43
795,56
796,76
797,12
798,53
799,37
800,45
801,9
802,-32
803,41
804,71
805,-9
806,15
807,17
808,-6
809,51
810,29
811,11
812,4
813,-3
814,22
815,-33
816,-25
817,2
818,17
819,6
820,1
821,-2
822,31
823,-3
824,-24
825,-25
826,-33
827,-21
828,5
829,26
830,3
831,21
832,11
833,-30
834,4
835,2
836,-52
837,-3
838,-16
839,7
840,-16
841,-29
842,-17
843,-18
844,18
845,-16
846,3
847,-12
848,-20
849,-5
850,-12
