782,517
783,534
784,519
785,609
786,583
787,628
788,688
789,726
790,672
791,740
792,797
793,826
794,818
795,899
796,914
797,1008
798,1066
799,1092
800,1109
801,1249
802,1277
803,1323
804,1382
805,1485
806,1453
807,1561
808,1638
809,1831
810,1818
811,1851
812,1893
813,1997
814,2069
815,2168
816,2184
817,2386
818,2296
819,2480
820,2432
821,2635
822,2648
823,2932
824,2959
825,2963
826,2963
827,3100
828,3164
829,3363
830,3370
831,3427
832,3461
833,3732
834,3523
835,3566
836,3751
837,3908
838,3769
839,3855
840,3855
841,4044
842,3865
843,4190
844,4286
845,4295
846,4045
847,4224
848,4182
849,4253
850,4138
851,4217
852,4202
853,4385
854,4068
855,4105
856,3853
857,4184
858,3956
859,4053
860,3808
861,3859
862,3706
863,3582
864,3562
865,3681
866,3416
867,3467
868,3342
869,3397
870,3064
871,3111
872,2957
873,3048
874,2703
875,2723
876,2616
877,2533
878,2403
879,2366
880,2381
881,2337
882,2104
883,2088
884,1880
885,1870
886,1729
887,1690
888,1696
889,1583
890,1446
891,1393
892,1326
893,1263
894,1168
895,1125
896,1021
897,1033
898,937
899,859
900,894
901,848
902,777
903,749
904,706
905,623
906,594
907,615
908,522
909,513
