300,28
301,27
302,42
303,28
304,18
305,50
306,12
307,11
308,29
309,17
310,-5
311,17
312,41
313,25
314,16
315,23
316,27
317,32
318,10
319,24
320,9
321,22
322,37
323,33
324,4
325,17
326,25
327,18
328,33
329,33
330,21
331,30
332,22
333,16
334,24
335,22
336,17
337,30
338,19
339,36
340,19
341,29
342,17
343,21
344,30
345,28
346,22
347,14
348,6
349,14
350,29
351,36
352,17
353,15
354,15
355,0
356,22
357,11
358,13
359,9
360,17
361,28
362,21
363,33
364,23
365,27
366,9
367,25
368,21
369,50
370,32
371,12
372,12
373,41
374,34
375,13
376,28
377,31
378,33
379,29
380,17
381,26
382,35
383,33
384,19
385,23
386,25
387,29
388,38
389,24
390,45
391,35
392,44
393,19
394,25
395,42
396,33
397,46
398,43
399,42
400,54
401,59
402,54
403,49
404,46
405,61
406,67
407,51
408,72
409,52
410,75
411,62
412,87
413,80
414,65
415,71
416,66
417,102
418,87
419,93
420,92
421,104
422,102
423,72
424,94
425,126
426,106
427,103
428,113
429,113
430,119
431,115
432,126
433,114
434,129
435,116
436,94
437,147
438,99
439,132
440,108
441,115
442,127
443,105
444,134
445,137
446,103
447,132
448,131
449,93
450,110
451,138
452,103
453,123
454,87
455,108
456,103
457,115
458,103
459,101
460,94
461,80
462,73
463,62
464,68
465,87
466,66
467,79
468,56
469,72
470,73
471,85
472,68
473,68
474,58
475,66
476,35
477,25
478,50
479,37
480,31
481,42
482,29
483,32
484,30
485,38
486,27
487,29
488,24
489,37
490,22
491,27
492,31
493,12
494,19
495,23
496,9
497,10
498,24
499,18
500,13
501,16
502,24
503,7
504,1
505,8
506,14
507,18
508,11
509,7
510,-2
511,6
512,-7
513,5
514,3
515,2
516,13
517,0
518,4
519,1
520,13
521,5
522,7
523,2
524,1
525,-1
526,22
527,12
528,15
529,-1
530,12
531,-6
532,7
533,11
534,9
535,-3
536,4
537,-1
538,13
539,-3
540,12
541,-1
542,-9
543,5
544,-6
545,1
546,1
547,4
548,2
549,2
550,9
551,22
552,9
553,1
554,3
555,11
556,2
557,-3
558,20
559,-3
560,-11
561,8
562,-11
563,-9
564,6
565,8
566,12
567,-6
568,15
569,2
570,7
571,-3
572,4
573,-4
574,-6
575,11
576,-16
577,-11
578,-2
579,-4
580,15
581,-5
582,-8
583,-6
584,-10
585,10
586,-2
587,13
588,-3
589,3
590,-5
591,4
592,3
593,-2
594,14
595,-9
596,3
597,-7
598,15
599,-5
