Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,2048
Coarse Gain:,3
Fine Gain:,0
Upper Discriminator:,2175
Lower Discriminator:,93
Calibration Coefficients:Elapsed Real Time:,262.42
Elapsed Live Time:,260.96
Start Time:,September 12, 2019, 04:15:35
End Time:,September 12, 2019, 04:19:57
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,775,886,16633,6103,39,835

Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,0
27,,0
28,,0
29,,0
30,,0
31,,0
32,,0
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0
42,,0
43,,0
44,,0
45,,0
46,,0
47,,0
48,,0
49,,0
50,,0
51,,0
52,,0
53,,0
54,,0
55,,0
56,,0
57,,0
58,,0
59,,0
60,,0
61,,0
62,,0
63,,0
64,,0
65,,0
66,,0
67,,0
68,,0
69,,0
70,,0
71,,0
72,,0
73,,0
74,,0
75,,0
76,,0
77,,0
78,,0
79,,0
80,,0
81,,0
82,,0
83,,0
84,,0
85,,16
86,,137
87,,221
88,,213
89,,195
90,,234
91,,216
92,,213
93,,256
94,,269
95,,291
96,,275
97,,313
98,,330
99,,326
100,,333
101,,367
102,,399
103,,370
104,,322
105,,390
106,,362
107,,343
108,,354
109,,343
110,,308
111,,345
112,,333
113,,340
114,,313
115,,282
116,,293
117,,263
118,,263
119,,270
120,,265
121,,251
122,,237
123,,237
124,,228
125,,228
126,,225
127,,250
128,,221
129,,193
130,,206
131,,179
132,,183
133,,209
134,,162
135,,203
136,,178
137,,201
138,,181
139,,198
140,,164
141,,185
142,,161
143,,186
144,,191
145,,180
146,,164
147,,190
148,,175
149,,192
150,,177
151,,197
152,,198
153,,180
154,,166
155,,203
156,,208
157,,198
158,,193
159,,184
160,,212
161,,198
162,,188
163,,186
164,,206
165,,199
166,,173
167,,194
168,,194
169,,162
170,,178
171,,198
172,,196
173,,176
174,,172
175,,189
176,,179
177,,191
178,,158
179,,197
180,,185
181,,168
182,,160
183,,165
184,,173
185,,159
186,,166
187,,194
188,,173
189,,147
190,,179
191,,180
192,,153
193,,186
194,,148
195,,155
196,,199
197,,195
198,,157
199,,179
200,,155
201,,161
202,,165
203,,153
204,,171
205,,167
206,,166
207,,181
208,,152
209,,164
210,,140
211,,153
212,,150
213,,184
214,,177
215,,145
216,,164
217,,166
218,,166
219,,181
220,,157
221,,178
222,,165
223,,171
224,,167
225,,151
226,,161
227,,160
228,,180
229,,157
230,,186
231,,160
232,,180
233,,173
234,,166
235,,186
236,,162
237,,171
238,,156
239,,171
240,,183
241,,178
242,,184
243,,159
244,,169
245,,208
246,,191
247,,148
248,,169
249,,170
250,,177
251,,164
252,,183
253,,155
254,,200
255,,149
256,,196
257,,166
258,,165
259,,164
260,,190
261,,174
262,,188
263,,190
264,,176
265,,159
266,,183
267,,205
268,,175
269,,198
270,,159
271,,189
272,,143
273,,164
274,,157
275,,176
276,,173
277,,180
278,,165
279,,184
280,,160
281,,200
282,,168
283,,165
284,,163
285,,172
286,,156
287,,146
288,,163
289,,159
290,,167
291,,189
292,,156
293,,177
294,,163
295,,195
296,,134
297,,186
298,,156
299,,152
300,,190
301,,178
302,,177
303,,156
304,,158
305,,169
306,,165
307,,152
308,,157
309,,172
310,,148
311,,173
312,,154
313,,155
314,,157
315,,144
316,,150
317,,140
318,,141
319,,135
320,,145
321,,153
322,,155
323,,143
324,,157
325,,161
326,,141
327,,140
328,,142
329,,163
330,,152
331,,129
332,,146
333,,165
334,,119
335,,156
336,,136
337,,136
338,,134
339,,134
340,,149
341,,123
342,,137
343,,110
344,,114
345,,117
346,,121
347,,134
348,,130
349,,119
350,,126
351,,122
352,,116
353,,121
354,,109
355,,112
356,,121
357,,124
358,,91
359,,122
360,,109
361,,121
362,,126
363,,102
364,,92
365,,108
366,,104
367,,104
368,,112
369,,103
370,,90
371,,127
372,,95
