400,51
401,45
402,37
403,8
404,39
405,26
406,34
407,8
408,23
409,49
410,13
411,39
412,33
413,79
414,41
415,12
416,31
417,35
418,13
419,55
420,42
421,13
422,56
423,66
424,34
425,44
426,32
427,46
428,41
429,26
430,31
431,0
432,6
433,24
434,5
435,22
436,17
437,39
438,29
439,37
440,25
441,50
442,34
443,32
444,37
445,28
446,32
447,57
448,46
449,52
450,60
451,63
452,77
453,57
454,42
455,41
456,38
457,55
458,83
459,58
460,41
461,40
462,35
463,61
464,64
465,54
466,49
467,78
468,57
469,52
470,71
471,82
472,69
473,88
474,54
475,109
476,57
477,116
478,98
479,107
480,74
481,100
482,87
483,105
484,88
485,112
486,109
487,119
488,100
489,154
490,147
491,148
492,142
493,159
494,131
495,174
496,186
497,180
498,215
499,196
500,183
501,182
502,184
503,176
504,203
505,202
506,221
507,205
508,196
509,243
510,229
511,244
512,198
513,194
514,247
515,218
516,226
517,237
518,235
519,263
520,230
521,232
522,206
523,216
524,243
525,267
526,234
527,224
528,221
529,237
530,203
531,236
532,209
533,233
534,232
535,218
536,182
537,198
538,202
539,211
540,203
541,205
542,198
543,212
544,177
545,167
546,193
547,202
548,184
549,160
550,128
551,150
552,122
553,153
554,124
555,120
556,112
557,141
558,122
559,119
560,119
561,125
562,130
563,108
564,96
565,105
566,74
567,83
568,83
569,58
570,84
571,88
572,55
573,58
574,58
575,23
576,25
577,79
578,43
579,29
580,41
581,53
582,26
583,38
584,22
585,33
586,11
587,48
588,29
589,13
590,23
591,26
592,13
593,25
594,18
595,29
596,18
597,27
598,24
599,4
600,11
601,10
602,23
603,8
604,10
605,7
606,-9
607,25
608,13
609,18
610,-13
611,25
612,21
613,15
614,-2
615,4
616,11
617,5
618,-9
619,20
620,-8
621,1
622,13
623,18
624,25
625,4
626,-21
627,1
628,9
629,-11
630,10
631,-23
632,30
633,-30
634,-5
635,0
636,14
637,-6
638,1
639,-29
640,9
641,3
642,14
643,-16
644,-4
645,2
646,25
647,6
648,-29
649,8
650,-6
