500,5
501,51
502,14
503,6
504,33
505,14
506,48
507,-15
508,0
509,27
510,37
511,42
512,32
513,19
514,25
515,9
516,2
517,23
518,32
519,61
520,31
521,29
522,36
523,5
524,19
525,34
526,34
527,36
528,42
529,20
530,5
531,20
532,33
533,22
534,25
535,62
536,32
537,24
538,6
539,38
540,18
541,15
542,-1
543,18
544,31
545,24
546,47
547,49
548,42
549,42
550,33
551,51
552,24
553,-2
554,42
555,52
556,47
557,14
558,16
559,35
560,36
561,51
562,36
563,77
564,44
565,59
566,47
567,52
568,56
569,56
570,51
571,55
572,106
573,58
574,92
575,83
576,70
577,101
578,88
579,78
580,93
581,102
582,74
583,128
584,92
585,102
586,88
587,107
588,104
589,97
590,115
591,121
592,117
593,111
594,113
595,110
596,107
597,139
598,109
599,153
600,135
601,149
602,145
603,154
604,141
605,156
606,169
607,135
608,141
609,138
610,166
611,180
612,139
613,175
614,188
615,143
616,162
617,163
618,169
619,123
620,177
621,168
622,176
623,171
624,195
625,163
626,154
627,142
628,146
629,165
630,143
631,155
632,156
633,166
634,121
635,171
636,143
637,156
638,166
639,144
640,131
641,132
642,110
643,136
644,136
645,128
646,128
647,109
648,119
649,99
650,93
651,117
652,92
653,94
654,100
655,99
656,81
657,86
658,74
659,65
660,90
661,96
662,93
663,93
664,63
665,85
666,50
667,82
668,62
669,68
670,52
671,66
672,42
673,48
674,61
675,63
676,24
677,34
678,44
679,1
680,30
681,12
682,17
683,25
684,35
685,30
686,22
687,40
688,41
689,36
690,-8
691,25
692,30
693,13
694,39
695,14
696,2
697,-5
698,27
699,4
700,8
701,-5
702,42
703,3
704,-2
705,16
706,-26
707,-5
708,-10
709,3
710,-1
711,2
712,52
713,5
714,13
715,15
716,37
717,-4
718,-16
719,23
720,10
721,-38
722,-1
723,2
724,-24
725,-5
726,-18
727,-10
728,11
729,18
730,-11
731,-14
732,30
733,9
734,9
735,2
736,36
737,-6
738,22
739,2
740,26
741,-2
742,23
743,26
744,7
745,-3
746,-18
747,6
748,10
749,20
750,29
