1358,163
1359,125
1360,130
1361,146
1362,125
1363,141
1364,173
1365,167
1366,163
1367,168
1368,175
1369,165
1370,179
1371,195
1372,191
1373,189
1374,205
1375,215
1376,215
1377,244
1378,227
1379,241
1380,241
1381,241
1382,239
1383,227
1384,274
1385,288
1386,297
1387,314
1388,298
1389,339
1390,314
1391,298
1392,346
1393,370
1394,406
1395,385
1396,380
1397,395
1398,409
1399,462
1400,431
1401,463
1402,457
1403,463
1404,474
1405,486
1406,468
1407,541
1408,486
1409,505
1410,431
1411,432
1412,501
1413,502
1414,514
1415,521
1416,515
1417,523
1418,478
1419,478
1420,518
1421,495
1422,496
1423,496
1424,511
1425,481
1426,464
1427,481
1428,492
1429,439
1430,439
1431,441
1432,403
1433,405
1434,438
1435,425
1436,329
1437,399
1438,341
1439,302
1440,309
1441,327
1442,301
1443,271
1444,301
1445,276
1446,250
1447,243
1448,240
1449,237
1450,219
1451,211
1452,209
1453,196
1454,161
1455,155
1456,169
1457,171
1458,127
1459,138
1460,150
1461,121
1462,118
1463,139
1464,119
1465,121
