2.550228353,-12.32905872,0.001
3.041392685,-11.77365075,0.001
3.562768543,-11.22926302,0.001
4.045166448,-10.74758526,0.001
4.563991023,-10.24468107,0.001
5.04556158,-9.850345293,0.001
2.522444234,-12.3538823,0.001
3.032215703,-11.78384326,0.001
3.56014584,-11.23118468,0.001
4.044304519,-10.75001651,0.001
4.56371834,-10.24339162,0.001
5.045475542,-9.850572389,0.001
2.411619706,-12.47038787,0.001
3,-11.81347921,0.001
3.550717423,-11.2350537,0.001
4.041234731,-10.75022857,0.001
4.562804198,-10.24454864,0.001
5.045170362,-9.85112058,0.001
2.021189299,-12.98227123,0.001
2.894316063,-11.92631983,0.001
3.522704993,-11.26557246,0.001
4.032376971,-10.7593381,0.001
4.560157797,-10.24717158,0.001
5.044300597,-9.852259283,0.001
2.444044796,-12.43820319,0.001
3.410945859,-11.38567414,0.001
3.999869692,-10.79628076,0.001
4.550754082,-10.25673392,0.001
5.041238681,-9.854559171,0.001
3.021602716,-11.78269888,0.001
3.894260664,-10.89903744,0.001
4.522757126,-10.28504189,0.001
5.032376971,-9.864447751,0.001
