2.505149978,-12.32905872,0.001
2.995635195,-11.77365075,0.001
3.517195898,-11.22926302,0.001
3.999565488,-10.74758526,0.001
4.518382316,-10.24468107,0.001
4.999956568,-9.850345293,0.001
2.477121255,-12.3538823,0.001
2.986771734,-11.78384326,0.001
3.514547753,-11.23118468,0.001
3.998695158,-10.75001651,0.001
4.518118947,-10.24339162,0.001
4.999869692,-9.850572389,0.001
2.361727836,-12.47038787,0.001
2.954242509,-11.81347921,0.001
3.505149978,-11.2350537,0.001
3.995635195,-10.75022857,0.001
4.517195898,-10.24454864,0.001
4.999565488,-9.85112058,0.001
1.477121255,-12.98227123,0.001
2.84509804,-11.92631983,0.001
3.477121255,-11.26557246,0.001
3.986771734,-10.7593381,0.001
4.514547753,-10.24717158,0.001
4.998695158,-9.852259283,0.001
3.361727836,-11.38567414,0.001
3.954242509,-10.79628076,0.001
4.505149978,-10.25673392,0.001
4.995635195,-9.854559171,0.001
2.477121255,-11.78269888,0.001
3.84509804,-10.89903744,0.001
4.477121255,-10.28504189,0.001
4.986771734,-9.864447751,0.001
