2.995635195,-12.93111871,0.001
3.517195898,-12.26906079,0.001
3.999565488,-11.75717743,0.001
4.518382316,-11.21978023,0.001
4.999956568,-10.74026845,0.001
2.986771734,-13.04026318,0.001
3.514547753,-12.29060047,0.001
3.998695158,-11.76369197,0.001
4.518118947,-11.22197443,0.001
4.999869692,-10.72911503,0.001
2.954242509,-13.06145248,0.001
3.505149978,-12.29429661,0.001
3.995635195,-11.76150958,0.001
4.517195898,-11.22260339,0.001
4.999565488,-10.7302277,0.001
2.84509804,-13.15836249,0.001
3.477121255,-12.3171595,0.001
3.986771734,-11.77253287,0.001
4.514547753,-11.22449574,0.001
4.998695158,-10.73032899,0.001
3.361727836,-12.45399746,0.001
3.954242509,-11.80617997,0.001
4.505149978,-11.2350537,0.001
4.995635195,-10.73164796,0.001
2.477121255,-12.98227123,0.001
3.84509804,-11.91532444,0.001
4.477121255,-11.25867875,0.001
4.986771734,-10.73758187,0.001
