Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,2048
Coarse Gain:,3
Fine Gain:,0
Upper Discriminator:,2175
Lower Discriminator:,93
Calibration Coefficients:Elapsed Real Time:,101.42
Elapsed Live Time:,39.63
Start Time:,September 12, 2019, 02:23:09
End Time:,September 12, 2019, 02:24:51
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,199,264,206308,9990,18,232

Channel Data:
Channel,Energy,Counts
0,,0
1,,2
2,,0
3,,0
4,,0
5,,0
6,,1
7,,0
8,,0
9,,2
10,,1
11,,2
12,,1
13,,0
14,,1
15,,0
16,,0
17,,0
18,,0
19,,0
20,,2
21,,4
22,,1
23,,0
24,,0
25,,0
26,,0
27,,1
28,,0
29,,0
30,,0
31,,0
32,,0
33,,2
34,,1
35,,1
36,,0
37,,1
38,,1
39,,0
40,,0
41,,0
42,,0
43,,0
44,,3
45,,1
46,,2
47,,0
48,,1
49,,0
50,,1
51,,1
52,,0
53,,3
54,,0
55,,0
56,,1
57,,1
58,,1
59,,0
60,,1
61,,1
62,,2
63,,5
64,,8
65,,12
66,,11
67,,24
68,,23
69,,46
70,,55
71,,112
72,,102
73,,150
74,,197
75,,240
76,,287
77,,342
78,,398
79,,388
80,,460
81,,460
82,,463
83,,575
84,,610
85,,827
86,,1435
87,,2295
88,,2573
89,,2621
90,,2621
91,,2709
92,,2571
93,,2614
94,,2564
95,,2574
96,,2610
97,,2682
98,,2570
99,,2478
100,,2539
101,,2627
102,,2576
103,,2495
104,,2547
105,,2583
106,,2429
107,,2585
108,,2499
109,,2643
110,,2492
111,,2442
112,,2584
113,,2541
114,,2463
115,,2404
116,,2484
117,,2545
118,,2552
119,,2499
120,,2443
121,,2618
122,,2460
123,,2446
124,,2565
125,,2510
126,,2377
127,,2574
128,,2533
129,,2684
130,,2548
131,,2356
132,,2654
133,,2572
134,,2484
135,,2398
136,,2577
137,,2547
138,,2466
139,,2563
140,,2456
141,,2677
142,,2481
143,,2600
144,,2526
145,,2533
146,,2493
147,,2610
148,,2561
149,,2676
150,,2541
151,,2527
152,,2518
153,,2648
154,,2573
155,,2615
156,,2610
157,,2679
158,,2550
159,,2609
160,,2616
161,,2631
162,,2562
163,,2664
164,,2630
165,,2608
166,,2591
167,,2715
168,,2573
169,,2665
170,,2583
171,,2650
172,,2575
173,,2718
174,,2546
175,,2675
176,,2653
177,,2755
178,,2626
179,,2676
180,,2741
181,,2824
182,,2730
183,,2648
184,,2577
185,,2730
186,,2754
187,,2791
188,,2701
189,,2882
190,,2704
191,,2780
192,,2759
193,,2889
194,,2846
195,,2773
196,,2853
197,,2929
198,,2878
199,,2846
200,,2817
201,,2788
202,,2799
203,,2994
204,,2988
205,,2947
206,,2875
207,,2935
208,,2914
209,,2975
210,,2805
211,,2980
212,,2949
213,,3155
214,,3007
215,,3152
216,,3049
217,,3137
218,,2993
219,,3107
220,,3154
221,,3047
222,,2976
223,,3150
224,,3138
225,,3122
226,,3012
227,,3273
228,,3276
229,,3291
230,,3206
231,,3194
232,,3223
233,,3332
234,,3225
235,,3223
236,,3254
237,,3372
238,,3259
239,,3338
240,,3202
241,,3296
242,,3222
243,,3219
244,,3136
245,,3360
246,,3226
247,,3221
248,,3161
249,,3309
250,,3218
251,,3278
252,,3181
253,,3275
254,,3136
255,,3158
256,,3108
257,,3249
258,,3243
259,,2922
260,,3345
261,,3265
262,,3187
263,,3096
264,,3018
265,,3195
266,,3027
267,,3125
268,,3165
269,,3124
270,,3083
271,,3112
272,,3009
273,,3059
274,,2934
275,,3052
276,,2979
277,,3129
278,,3056
279,,2956
280,,3115
281,,3113
282,,3011
283,,3052
284,,2992
285,,3064
286,,2883
287,,3097
288,,2978
289,,3001
290,,2845
291,,3021
292,,2825
293,,3096
294,,2884
295,,3098
296,,3022
297,,2893
298,,2853
299,,2907
300,,2961
301,,3027
302,,3002
303,,2925
304,,2945
305,,3049
306,,2873
307,,2882
308,,2923
309,,2953
310,,2893
311,,2921
312,,2772
313,,2940
314,,2903
315,,2962
316,,2890
317,,2843
318,,2863
319,,2873
320,,2927
321,,2989
322,,2798
323,,2855
324,,2798
325,,2916
326,,2897
327,,2870
328,,2869
329,,2835
330,,2800
331,,2963
332,,2862
333,,2865
334,,2823
335,,2891
336,,2873
337,,2927
338,,2774
339,,2848
340,,2801
341,,2894
342,,2736
343,,2793
344,,2763
345,,2951
346,,2732
347,,2896
348,,2853
349,,2917
350,,2825
351,,2854
352,,2713
353,,2911
354,,2707
355,,2805
356,,2872
357,,2875
358,,2863
359,,2841
360,,2864
361,,2858
362,,2740
363,,2879
364,,2729
365,,2967
366,,2669
367,,2857
368,,2740
369,,2843
370,,2730
371,,2834
372,,2787
373,,2936
374,,2856
375,,2721
376,,2852
377,,2824
378,,2761
379,,2868
380,,2766
381,,2811
382,,2737
383,,2778
384,,2727
385,,2847
386,,2739
387,,2774
388,,2884
389,,2861
390,,2817
391,,2816
392,,2786
393,,2857
394,,2708
395,,2807
396,,2790
397,,2829
398,,2740
399,,2845
400,,2695
401,,2832
402,,2753
403,,2902
404,,2859
405,,2936
406,,2712
407,,2802
408,,2695
409,,2847
410,,2764
411,,2871
412,,2845
413,,2822
414,,2723
415,,2798
416,,2831
417,,2867
418,,2736
419,,2818
420,,2790
421,,2864
422,,2817
423,,2811
424,,2736
425,,2875
426,,2689
427,,2862
428,,2698
429,,2837
430,,2735
431,,2849
432,,2709
433,,2935
434,,2689
435,,2822
436,,2771
437,,2837
438,,2814
439,,2809
440,,2791
441,,2904
442,,2746
443,,2867
444,,2780
445,,2845
446,,2715
447,,2829
448,,2769
449,,2886
450,,2759
451,,2634
452,,2951
453,,2951
454,,2820
455,,2942
456,,2787
457,,2859
458,,2729
459,,2855
460,,2856
461,,2931
462,,2927
463,,2896
464,,2721
465,,2896
466,,2883
467,,2882
468,,2824
469,,2949
470,,2767
471,,2879
472,,2766
473,,2922
474,,2761
475,,2930
476,,2841
477,,2938
478,,2821
479,,2925
480,,2845
481,,2880
482,,2768
483,,2937
484,,2867
485,,2934
486,,2910
487,,2896
488,,2808
489,,3043
490,,2817
491,,2925
492,,2880
493,,3014
494,,2810
495,,2969
496,,2855
497,,2967
498,,2914
499,,2898
500,,2859
501,,3032
502,,2971
503,,2959
504,,2969
505,,2987
506,,2865
507,,3033
508,,2872
509,,3037
510,,2960
511,,2895
512,,2919
513,,2912
514,,2830
515,,2798
516,,3029
517,,3042
518,,2959
519,,2932
520,,2917
521,,2917
522,,2769
523,,2956
524,,2943
525,,3031
526,,2876
527,,3019
528,,2910
529,,2950
530,,2909
531,,2983
532,,2985
533,,3021
534,,2922
535,,2927
536,,2953
537,,3060
538,,2890
539,,3016
540,,2759
541,,3069
542,,2886
543,,2931
544,,2899
545,,2882
546,,2856
547,,2863
548,,2959
549,,2910
550,,2923
551,,2924
552,,2906
553,,2974
554,,2756
555,,2929
556,,2794
557,,2887
558,,2824
559,,2866
560,,2781
561,,2844
562,,2751
563,,2801
564,,2804
565,,2863
566,,2691
567,,2648
568,,2607
569,,2670
570,,2679
571,,2795
572,,2658
573,,2708
574,,2555
575,,2619
576,,2525
577,,2693
578,,2565
579,,2492
580,,2576
581,,2558
582,,2510
583,,2460
584,,2502
585,,2565
586,,2440
587,,2429
588,,2443
589,,2514
590,,2413
591,,2394
592,,2291
593,,2268
594,,2240
595,,2310
596,,2302
597,,2463
598,,2225
599,,2292
600,,2239
601,,2168
602,,2094
603,,2230
604,,2210
605,,2176
606,,2023
607,,2116
608,,2147
609,,2258
610,,2049
611,,2010
612,,2188
613,,2017
614,,2038
615,,1988
616,,1987
617,,2044
618,,1959
619,,1960
620,,1963
621,,2065
622,,1990
623,,2049
624,,1831
625,,1894
626,,1919
627,,1970
628,,1942
629,,1965
630,,1858
631,,1933
632,,1830
633,,1872
634,,1849
635,,1858
636,,1845
637,,1862
638,,1817
639,,1784
640,,1771
641,,1855
642,,1838
643,,1729
644,,1853
645,,1802
646,,1745
647,,1827
648,,1746
649,,1818
650,,1649
651,,1746
652,,1756
653,,1676
654,,1701
655,,1721
656,,1746
657,,1825
658,,1693
659,,1731
660,,1619
661,,1756
662,,1645
663,,1743
664,,1687
665,,1670
666,,1668
667,,1817
668,,1664
669,,1623
670,,1662
671,,1602
672,,1714
673,,1675
674,,1614
675,,1611
676,,1700
677,,1658
678,,1643
679,,1650
680,,1623
681,,1726
682,,1589
683,,1662
684,,1623
685,,1663
686,,1609
687,,1653
688,,1563
689,,1637
690,,1629
691,,1591
692,,1585
693,,1655
694,,1494
695,,1625
696,,1651
697,,1628
698,,1508
699,,1694
700,,1684
701,,1684
702,,1472
703,,1631
704,,1631
705,,1668
706,,1600
707,,1588
708,,1623
709,,1625
710,,1538
711,,1656
712,,1633
713,,1629
714,,1504
715,,1604
716,,1604
717,,1696
718,,1592
719,,1642
720,,1619
721,,1667
722,,1629
723,,1654
724,,1659
725,,1682
726,,1598
727,,1653
728,,1606
729,,1721
730,,1636
731,,1748
732,,1689
733,,1683
734,,1620
735,,1699
736,,1724
737,,1667
738,,1621
739,,1753
740,,1772
741,,1822
742,,1690
743,,1828
744,,1724
745,,1876
746,,1840
747,,1877
748,,1845
749,,1853
750,,1894
751,,1879
752,,1896
753,,1975
754,,1903
755,,2083
756,,1968
757,,2050
758,,2036
759,,2035
760,,2128
761,,2265
762,,2162
763,,2241
764,,2220
765,,2367
766,,2216
767,,2339
768,,2373
769,,2473
770,,2457
771,,2416
772,,2781
773,,2818
774,,2670
775,,2864
776,,2774
777,,2940
778,,2958
779,,3140
780,,3095
781,,3282
782,,3263
783,,3393
784,,3314
785,,3584
786,,3527
787,,3845
788,,3895
789,,4074
790,,3876
791,,4039
792,,4192
793,,4541
794,,4502
795,,4655
796,,4654
797,,5020
798,,4879
799,,5207
800,,5182
801,,5588
802,,5518
803,,5651
804,,5745
805,,6141
806,,6012
807,,6176
808,,6543
809,,6690
810,,6634
811,,6868
812,,6952
813,,7212
814,,7276
815,,7642
816,,7556
817,,7867
818,,7781
819,,8346
820,,8250
821,,8683
822,,8341
823,,8941
824,,8779
825,,9405
826,,9023
827,,9537
828,,9439
829,,9689
830,,9683
831,,9923
832,,10063
