820,468
821,537
822,527
823,562
824,581
825,584
826,583
827,646
828,625
829,753
830,773
831,729
832,782
833,866
834,942
835,887
836,962
837,1007
838,1034
839,1082
840,1056
841,1211
842,1167
843,1342
844,1375
845,1414
846,1411
847,1588
848,1555
849,1595
850,1591
851,1804
852,1752
853,1872
854,1880
855,1947
856,1959
857,2181
858,2135
859,2267
860,2169
861,2282
862,2286
863,2484
864,2527
865,2707
866,2515
867,2627
868,2637
869,2789
870,2719
871,2863
872,2862
873,2927
874,2878
875,3018
876,3057
877,2980
878,3041
879,3002
880,2999
881,3166
882,3196
883,3196
884,3113
885,3304
886,3141
887,3094
888,3071
889,3260
890,2995
891,3199
892,2980
893,3127
894,2977
895,2994
896,2900
897,2966
898,2801
899,2809
900,2816
901,2865
902,2711
903,2639
904,2591
905,2611
906,2391
907,2516
908,2268
909,2268
910,2165
911,2227
912,2025
913,2036
914,1981
915,1882
916,1830
917,1847
918,1648
919,1657
920,1566
921,1608
922,1438
923,1463
924,1292
925,1235
926,1233
927,1125
928,1119
929,1120
930,920
931,964
932,915
933,856
934,784
935,765
936,751
937,683
938,645
939,669
940,589
941,535
942,529
943,500
944,477
945,445
946,400
947,443
