Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,2048
Coarse Gain:,3
Fine Gain:,0
Upper Discriminator:,2175
Lower Discriminator:,93
Calibration Coefficients:Elapsed Real Time:,271.09
Elapsed Live Time:,270.9
Start Time:,September 12, 2019, 04:34:41
End Time:,September 12, 2019, 04:39:12
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,775,886,625,346,0,821

Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,0
27,,0
28,,0
29,,0
30,,0
31,,0
32,,0
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0
42,,0
43,,0
44,,0
45,,0
46,,0
47,,0
48,,0
49,,0
50,,0
51,,0
52,,0
53,,0
54,,0
55,,0
56,,0
57,,0
58,,0
59,,0
60,,0
61,,0
62,,0
63,,0
64,,0
65,,0
66,,0
67,,0
68,,0
69,,0
70,,0
71,,0
72,,0
73,,0
74,,0
75,,0
76,,0
77,,0
78,,0
79,,0
80,,0
81,,0
82,,0
83,,0
84,,0
85,,9
86,,70
87,,144
88,,154
89,,167
90,,159
91,,158
92,,143
93,,192
94,,177
95,,197
96,,186
97,,221
98,,245
99,,221
100,,244
101,,248
102,,257
103,,230
104,,239
105,,261
106,,256
107,,260
108,,241
109,,236
110,,189
111,,205
112,,208
113,,220
114,,212
115,,207
116,,206
117,,189
118,,184
119,,179
120,,197
121,,185
122,,149
123,,164
124,,172
125,,180
126,,155
127,,157
128,,146
129,,160
130,,141
131,,131
132,,166
133,,141
134,,150
135,,146
136,,107
137,,135
138,,137
139,,160
140,,149
141,,148
142,,136
143,,147
144,,119
145,,138
146,,120
147,,150
148,,137
149,,152
150,,150
151,,143
152,,151
153,,160
154,,125
155,,150
156,,143
157,,158
158,,140
159,,135
160,,132
161,,129
162,,115
163,,147
164,,145
165,,126
166,,161
167,,117
168,,138
169,,141
170,,132
171,,134
172,,135
173,,137
174,,138
175,,121
176,,134
177,,132
178,,141
179,,146
180,,137
181,,171
182,,137
183,,175
184,,132
185,,128
186,,122
187,,121
188,,158
189,,156
190,,139
191,,141
192,,140
193,,123
194,,113
195,,128
196,,153
197,,146
198,,126
199,,104
200,,129
201,,133
202,,117
203,,122
204,,132
205,,146
206,,134
207,,137
208,,128
209,,122
210,,107
211,,121
212,,117
213,,129
214,,105
215,,123
216,,133
217,,114
218,,124
219,,147
220,,121
221,,109
222,,128
223,,106
224,,113
225,,136
226,,130
227,,104
228,,123
229,,101
230,,107
231,,124
232,,133
233,,103
234,,104
235,,108
236,,105
237,,117
238,,97
239,,126
240,,116
241,,119
242,,137
243,,109
244,,100
245,,117
246,,78
247,,95
248,,104
249,,97
250,,115
251,,110
252,,95
253,,96
254,,115
255,,106
256,,104
257,,104
258,,107
259,,99
260,,112
261,,89
262,,99
263,,94
264,,88
265,,97
266,,75
267,,101
268,,82
269,,81
270,,94
271,,83
272,,85
273,,79
274,,73
275,,74
276,,76
277,,69
278,,82
279,,84
280,,80
281,,65
282,,59
283,,66
284,,73
285,,70
286,,77
287,,76
288,,71
289,,90
290,,72
291,,85
292,,68
293,,76
294,,64
295,,86
296,,62
297,,75
298,,63
299,,60
300,,74
301,,83
302,,73
303,,69
304,,70
305,,91
306,,70
307,,69
308,,74
309,,62
310,,51
311,,59
312,,73
313,,74
314,,67
315,,71
316,,61
317,,75
318,,68
319,,64
320,,61
321,,68
322,,80
323,,72
324,,58
325,,72
326,,69
327,,62
328,,72
329,,67
330,,62
331,,62
332,,66
333,,59
334,,64
335,,65
336,,58
337,,63
338,,58
339,,71
340,,63
341,,66
342,,60
343,,56
344,,63
345,,79
346,,62
347,,60
348,,50
349,,53
350,,61
351,,65
352,,55
353,,56
354,,58
355,,42
356,,60
357,,53
358,,54
359,,47
360,,51
361,,60
362,,61
363,,68
364,,58
365,,54
366,,43
367,,60
368,,56
369,,75
370,,61
371,,60
372,,51
373,,61
