Channel,net counts,Counts(w),Counts(wo),N=2
1464,-1,1,1,
1465,-2,0,1,
1466,2,2,0,
1467,0,0,0,
1468,0,4,2,
1469,1,1,0,
1470,3,3,0,
1471,1,3,1,
1472,2,2,0,
1473,5,5,0,
1474,1,3,1,
1475,-1,1,1,
1476,2,2,0,
1477,-1,1,1,
1478,0,0,0,
1479,-3,1,2,
1480,-6,0,3,
1481,-3,1,2,
1482,-5,1,3,
1483,-1,1,1,
1484,2,2,0,
1485,0,2,1,
1486,3,3,0,
1487,5,5,0,
1488,0,0,0,
1489,-2,0,1,
1490,1,1,0,
1491,4,4,0,
1492,0,2,1,
1493,1,1,0,
1494,0,2,1,
1495,-4,2,3,
1496,1,3,1,
1497,-1,1,1,
1498,-8,0,4,
1499,-3,1,2,
1500,0,4,2,
1501,2,2,0,
1502,-6,0,3,
1503,-2,0,1,
1504,2,2,0,
1505,0,0,0,
1506,2,2,0,
1507,2,4,1,
1508,-2,0,1,
1509,-2,0,1,
1510,0,2,1,
1511,0,2,1,
1512,0,2,1,
1513,-6,0,3,
1514,1,1,0,
1515,-3,1,2,
1516,0,0,0,
1517,1,1,0,
1518,0,0,0,
1519,1,1,0,
1520,1,1,0,
1521,1,1,0,
1522,0,2,1,
1523,0,2,1,
1524,0,2,1,
1525,-2,2,2,
1526,-3,1,2,
1527,2,2,0,
1528,-3,1,2,
1529,4,4,0,
1530,1,1,0,
1531,-1,1,1,
1532,1,1,0,
1533,-2,2,2,
1534,-4,0,2,
1535,2,2,0,
1536,3,3,0,
1537,2,2,0,
1538,0,0,0,
1539,1,3,1,
1540,2,2,0,
1541,-2,2,2,
1542,0,2,1,
1543,3,3,0,
1544,1,3,1,
1545,0,0,0,
1546,0,0,0,
1547,0,2,1,
1548,2,2,0,
1549,0,2,1,
1550,0,0,0,
1551,2,2,0,
1552,0,4,2,
1553,-1,1,1,
1554,-6,2,4,
1555,1,1,0,
1556,-4,0,2,
1557,1,3,1,
1558,-4,0,2,
1559,-3,1,2,
1560,-3,1,2,
1561,-1,3,2,
1562,1,1,0,
1563,3,3,0,
1564,0,0,0,
1565,2,2,0,
1566,-4,0,2,
1567,1,1,0,
1568,0,0,0,
1569,0,4,2,
1570,-3,1,2,
1571,-2,4,3,
1572,0,2,1,
1573,-4,2,3,
1574,-1,3,2,
1575,2,2,0,
1576,4,6,1,
1577,1,5,2,
1578,-1,3,2,
1579,0,0,0,
1580,0,2,1,
1581,2,2,0,
1582,3,7,2,
1583,3,3,0,
1584,-3,5,4,
1585,-5,1,3,
1586,1,5,2,
1587,-4,4,4,
1588,0,6,3,
1589,1,5,2,
1590,4,4,0,
1591,-2,4,3,
1592,-5,3,4,
1593,6,6,0,
1594,0,8,4,
1595,3,7,2,
1596,4,4,0,
1597,0,2,1,
1598,-1,5,3,
1599,8,10,1,
1600,4,6,1,
1601,0,4,2,
1602,-1,5,3,
1603,4,10,3,
1604,3,5,1,
1605,8,8,0,
1606,1,9,4,
1607,5,7,1,
1608,0,0,0,
1609,1,5,2,
1610,-1,3,2,
1611,-5,5,5,
1612,-5,1,3,
1613,6,6,0,
1614,3,3,0,
1615,-1,5,3,
1616,1,3,1,
1617,-12,6,9,
1618,-3,1,2,
1619,0,0,0,
1620,0,4,2,
1621,-2,4,3,
1622,1,5,2,
1623,1,3,1,
1624,2,2,0,
1625,2,4,1,
1626,2,2,0,
1627,0,0,0,
1628,0,2,1,
1629,-2,2,2,
1630,0,2,1,
1631,1,1,0,
1632,0,0,0,
1633,-1,1,1,
1634,0,2,1,
1635,-1,1,1,
1636,1,1,0,
1637,-1,1,1,
1638,1,1,0,
1639,0,0,0,
1640,-3,1,2,
1641,2,2,0,
1642,0,0,0,
1643,3,3,0,
1644,2,4,1,
1645,1,1,0,
1646,1,1,0,
1647,0,0,0,
1648,-1,1,1,
1649,2,2,0,
1650,0,0,0,
1651,0,0,0,
1652,-2,0,1,
1653,0,0,0,
1654,2,2,0,
1655,-1,1,1,
1656,0,0,0,
1657,2,2,0,
1658,-2,0,1,
1659,-2,0,1,
1660,2,2,0,
1661,-2,0,1,
1662,-2,0,1,
1663,0,0,0,
1664,0,0,0,
1665,0,0,0,
1666,0,0,0,
1667,0,0,0,
1668,1,1,0,
1669,0,0,0,
1670,1,1,0,
1671,0,0,0,
1672,0,0,0,
1673,0,0,0,
1674,-2,0,1,
1675,0,0,0,
1676,0,2,1,
1677,3,3,0,
1678,0,0,0,
1679,1,1,0,
1680,1,1,0,
1681,0,0,0,
1682,0,0,0,
1683,0,0,0,
1684,-2,0,1,
1685,-1,1,1,
1686,-2,0,1,
1687,0,0,0,
1688,1,1,0,
1689,2,2,0,
1690,0,0,0,
1691,0,0,0,
1692,0,0,0,
1693,1,1,0,
1694,-2,0,1,
1695,1,1,0,
1696,0,0,0,
1697,0,0,0,
1698,2,2,0,
1699,0,0,0,
1700,3,3,0,
1701,-4,0,2,
1702,1,1,0,
1703,2,2,0,
1704,0,0,0,
1705,1,1,0,
1706,0,0,0,
1707,0,0,0,
1708,1,1,0,
1709,-2,0,1,
1710,0,0,0,
1711,-1,1,1,
1712,0,0,0,
1713,0,0,0,
1714,0,0,0,
1715,1,1,0,
1716,1,1,0,
1717,0,0,0,
1718,0,0,0,
1719,0,0,0,
1720,0,0,0,
1721,0,0,0,
1722,1,1,0,
1723,0,0,0,
1724,-1,1,1,
1725,2,2,0,
1726,1,1,0,
1727,0,0,0,
1728,2,2,0,
1729,2,2,0,
1730,0,0,0,
1731,0,0,0,
1732,0,0,0,
1733,0,0,0,
1734,-2,0,1,
1735,1,1,0,
1736,0,0,0,
1737,0,0,0,
1738,0,0,0,
1739,1,1,0,
1740,-2,0,1,
1741,0,0,0,
1742,1,1,0,
1743,0,0,0,
1744,0,0,0,
1745,-1,1,1,
1746,1,1,0,
1747,2,2,0,
1748,1,1,0,
1749,-10,0,5,
1750,0,0,0,
1751,0,0,0,
1752,1,1,0,
1753,1,1,0,
1754,-2,0,1,
1755,0,0,0,
1756,0,0,0,
1757,0,0,0,
1758,1,1,0,
1759,0,0,0,
1760,0,0,0,
1761,0,0,0,
1762,1,1,0,
1763,0,0,0,
1764,-2,0,1,
1765,0,0,0,
1766,0,0,0,
1767,1,1,0,
1768,0,0,0,
1769,-2,0,1,
1770,0,4,2,
1771,0,0,0,
1772,0,0,0,
1773,0,0,0,
1774,-2,0,1,
1775,1,1,0,
1776,1,1,0,
1777,-2,0,1,
1778,1,1,0,
1779,0,0,0,
1780,0,0,0,
1781,0,0,0,
1782,0,0,0,
1783,1,1,0,
1784,0,0,0,
1785,0,0,0,
1786,0,0,0,
1787,0,0,0,
1788,0,0,0,
1789,0,0,0,
1790,0,0,0,
1791,0,0,0,
1792,0,0,0,
1793,1,1,0,
1794,-2,0,1,
1795,0,0,0,
1796,0,0,0,
1797,0,0,0,
1798,1,1,0,
1799,-2,0,1,
1800,0,0,0,
1801,0,0,0,
1802,0,0,0,
1803,-1,1,1,
1804,1,1,0,
1805,1,1,0,
1806,1,1,0,
1807,0,0,0,
1808,0,0,0,
1809,1,1,0,
1810,1,1,0,
1811,0,0,0,
1812,0,0,0,
1813,0,0,0,
1814,0,0,0,
1815,0,0,0,
1816,0,0,0,
1817,0,0,0,
1818,0,0,0,
1819,0,0,0,
1820,0,0,0,
1821,0,0,0,
1822,0,0,0,
1823,-2,0,1,
1824,-2,0,1,
1825,0,0,0,
1826,0,0,0,
1827,1,1,0,
1828,0,0,0,
1829,1,1,0,
1830,0,0,0,
1831,0,0,0,
1832,0,0,0,
1833,1,1,0,
1834,0,0,0,
1835,0,0,0,
1836,0,0,0,
1837,1,1,0,
1838,0,0,0,
1839,0,0,0,
1840,0,0,0,
1841,0,0,0,
1842,1,1,0,
1843,1,1,0,
1844,0,0,0,
1845,1,1,0,
1846,0,0,0,
1847,0,0,0,
1848,0,0,0,
1849,1,1,0,
1850,0,0,0,
1851,0,0,0,
1852,0,0,0,
1853,0,0,0,
1854,0,0,0,
1855,0,0,0,
1856,-2,0,1,
1857,0,0,0,
1858,0,0,0,
1859,0,0,0,
1860,0,0,0,
1861,0,0,0,
1862,0,0,0,
1863,0,0,0,
1864,0,0,0,
1865,1,1,0,
1866,1,1,0,
1867,0,0,0,
1868,0,0,0,
1869,0,0,0,
1870,1,1,0,
1871,0,0,0,
1872,0,0,0,
1873,0,0,0,
1874,1,1,0,
1875,0,0,0,
1876,1,1,0,
1877,1,1,0,
1878,0,0,0,
1879,1,1,0,
1880,1,1,0,
1881,0,0,0,
1882,2,2,0,
1883,0,0,0,
1884,-1,1,1,
1885,0,0,0,
1886,0,2,1,
1887,0,0,0,
1888,0,0,0,
1889,-2,0,1,
1890,1,1,0,
1891,0,0,0,
1892,0,0,0,
1893,0,0,0,
1894,0,0,0,
1895,0,0,0,
1896,-2,0,1,
1897,-2,0,1,
1898,-2,0,1,
1899,1,1,0,
1900,0,0,0,
1901,1,1,0,
1902,-2,0,1,
1903,1,1,0,
1904,0,0,0,
1905,2,2,0,
1906,-2,0,1,
1907,0,0,0,
1908,0,0,0,
1909,0,0,0,
1910,0,0,0,
1911,0,0,0,
1912,2,2,0,
1913,0,0,0,
1914,0,0,0,
1915,1,1,0,
1916,0,0,0,
1917,-2,0,1,
1918,1,1,0,
1919,0,0,0,
1920,1,1,0,
1921,1,1,0,
1922,0,0,0,
1923,0,0,0,
1924,0,0,0,
1925,1,1,0,
1926,0,0,0,
1927,0,0,0,
1928,0,0,0,
1929,2,2,0,
1930,0,0,0,
1931,-2,0,1,
1932,-1,1,1,
1933,1,1,0,
1934,0,0,0,
1935,0,0,0,
1936,2,2,0,
1937,-2,0,1,
1938,0,0,0,
1939,-2,0,1,
1940,0,0,0,
1941,0,0,0,
1942,0,0,0,
1943,0,0,0,
1944,0,0,0,
1945,-2,0,1,
1946,0,0,0,
1947,0,0,0,
1948,0,0,0,
1949,0,0,0,
1950,0,0,0,
1951,1,1,0,
1952,-3,1,2,
1953,0,0,0,
1954,0,0,0,
1955,1,1,0,
1956,0,0,0,
1957,0,0,0,
1958,0,0,0,
1959,0,0,0,
1960,0,0,0,
1961,0,0,0,
1962,0,0,0,
1963,1,1,0,
1964,0,0,0,
1965,-2,0,1,
1966,0,0,0,
1967,0,0,0,
1968,-2,0,1,
1969,1,1,0,
1970,0,0,0,
1971,0,0,0,
1972,0,0,0,
1973,1,1,0,
1974,0,0,0,
1975,-2,0,1,
1976,0,0,0,
1977,0,0,0,
1978,0,0,0,
1979,0,0,0,
1980,2,2,0,
1981,0,0,0,
1982,0,0,0,
1983,0,0,0,
1984,0,0,0,
1985,-2,0,1,
1986,0,0,0,
1987,0,0,0,
1988,0,0,0,
1989,0,0,0,
1990,0,0,0,
1991,1,1,0,
1992,0,0,0,
1993,1,1,0,
1994,0,0,0,
1995,0,0,0,
1996,0,0,0,
1997,0,0,0,
1998,0,0,0,
1999,0,0,0,
2000,-2,0,1,
2001,0,0,0,
2002,1,1,0,
2003,0,0,0,
2004,0,0,0,
2005,1,1,0,
2006,0,0,0,
2007,-2,0,1,
2008,0,0,0,
2009,1,1,0,
2010,0,0,0,
2011,0,0,0,
2012,0,0,0,
2013,0,0,0,
2014,0,0,0,
2015,0,0,0,
2016,0,0,0,
2017,0,0,0,
2018,0,0,0,
2019,0,0,0,
2020,0,0,0,
2021,0,0,0,
2022,0,0,0,
2023,0,0,0,
2024,0,0,0,
2025,-2,0,1,
2026,0,0,0,
2027,0,0,0,
2028,0,0,0,
2029,0,0,0,
2030,0,0,0,
2031,0,0,0,
2032,-2,0,1,
2033,2,2,0,
2034,0,0,0,
2035,-1,1,1,
2036,-2,0,1,
2037,0,0,0,
2038,0,0,0,
2039,1,1,0,
2040,-2,0,1,
2041,1,1,0,
2042,-2,0,1,
2043,0,0,0,
2044,0,0,0,
2045,0,0,0,
2046,-4,0,2,
2047,-4,0,2,
