Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,2048
Coarse Gain:,3
Fine Gain:,0
Upper Discriminator:,2175
Lower Discriminator:,93
Calibration Coefficients:Elapsed Real Time:,464.29
Elapsed Live Time:,463.26
Start Time:,September 12, 2019, 02:56:52
End Time:,September 12, 2019, 03:04:36
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,199,264,11725,3,7,231

Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,0
27,,0
28,,0
29,,0
30,,0
31,,0
32,,0
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0
42,,0
43,,0
44,,0
45,,0
46,,0
47,,0
48,,0
49,,0
50,,0
51,,0
52,,0
53,,0
54,,0
55,,0
56,,0
57,,0
58,,0
59,,0
60,,0
61,,0
62,,0
63,,0
64,,0
65,,0
66,,0
67,,0
68,,0
69,,0
70,,0
71,,0
72,,0
73,,0
74,,0
75,,0
76,,0
77,,1
78,,1
79,,0
80,,0
81,,0
82,,0
83,,0
84,,2
85,,10
86,,124
87,,217
88,,293
89,,256
90,,239
91,,330
92,,307
93,,289
94,,334
95,,341
96,,366
97,,406
98,,352
99,,391
100,,451
101,,443
102,,477
103,,454
104,,488
105,,452
106,,458
107,,500
108,,442
109,,478
110,,429
111,,456
112,,419
113,,437
114,,359
115,,405
116,,375
117,,360
118,,334
119,,337
120,,358
121,,305
122,,290
123,,315
124,,298
125,,285
126,,267
127,,271
128,,272
129,,265
130,,231
131,,249
132,,262
133,,259
134,,214
135,,268
136,,263
137,,241
138,,228
139,,232
140,,252
141,,243
142,,216
143,,227
144,,223
145,,248
146,,248
147,,217
148,,217
149,,277
150,,226
151,,230
152,,222
153,,224
154,,235
155,,214
156,,210
157,,258
158,,237
159,,224
160,,220
161,,201
162,,216
163,,215
164,,245
165,,260
166,,224
167,,224
168,,222
169,,247
170,,210
171,,243
172,,241
173,,221
174,,204
175,,247
176,,191
177,,247
178,,192
179,,175
180,,223
181,,235
182,,206
183,,208
184,,223
185,,221
186,,200
187,,201
188,,195
189,,191
190,,201
191,,183
192,,212
193,,207
194,,208
195,,184
196,,189
197,,202
198,,192
199,,203
200,,180
201,,176
202,,171
203,,194
204,,166
205,,193
206,,182
207,,178
208,,175
209,,172
210,,155
211,,171
212,,188
213,,176
214,,189
215,,160
216,,186
217,,184
218,,162
219,,189
220,,173
221,,173
222,,168
223,,188
224,,171
225,,173
226,,175
227,,177
228,,177
229,,193
230,,186
231,,178
232,,183
233,,170
234,,187
235,,179
236,,164
237,,178
238,,163
239,,175
240,,159
241,,188
242,,145
243,,176
244,,185
245,,175
246,,177
247,,180
248,,190
249,,194
250,,156
251,,187
252,,184
253,,158
254,,182
255,,181
256,,169
257,,189
258,,183
259,,179
260,,198
261,,187
262,,193
263,,154
264,,175
265,,168
266,,158
267,,196
268,,173
269,,159
270,,187
271,,173
272,,173
273,,180
274,,160
275,,190
276,,171
277,,179
278,,164
279,,180
280,,162
281,,190
282,,175
283,,161
284,,177
285,,176
286,,176
287,,174
288,,162
289,,183
290,,163
291,,171
292,,152
293,,176
294,,159
295,,149
296,,160
297,,158
298,,169
299,,151
300,,159
301,,184
302,,148
303,,152
304,,168
305,,151
306,,164
307,,147
308,,146
309,,133
310,,146
311,,150
312,,137
313,,161
314,,152
315,,153
316,,136
317,,135
318,,137
319,,132
320,,159
321,,158
322,,134
323,,121
324,,125
325,,124
326,,116
327,,137
328,,121
329,,119
330,,108
331,,136
332,,119
333,,133
334,,134
335,,122
336,,97
337,,115
338,,123
339,,118
340,,102
341,,98
342,,99
343,,101
344,,116
345,,129
346,,119
347,,113
348,,109
349,,120
350,,103
351,,98
352,,102
353,,126
354,,97
355,,121
356,,107
357,,112
358,,99
359,,82
360,,100
361,,85
362,,103
363,,98
364,,86
365,,96
366,,86
367,,120
368,,80
369,,83
370,,122
371,,105
372,,90
373,,96
