1476,104
1477,122
1478,108
1479,112
1480,119
1481,115
1482,117
1483,114
1484,131
1485,152
1486,133
1487,138
1488,156
1489,159
1490,146
1491,186
1492,172
1493,212
1494,167
1495,188
1496,202
1497,222
1498,245
1499,271
1500,237
1501,245
1502,267
1503,287
1504,278
1505,297
1506,300
1507,352
1508,390
1509,392
1510,363
1511,359
1512,364
1513,446
1514,432
1515,422
1516,440
1517,429
1518,394
1519,440
1520,446
1521,462
1522,493
1523,475
1524,457
1525,419
1526,450
1527,503
1528,498
1529,521
1530,405
1531,433
1532,432
1533,456
1534,446
1535,447
1536,423
1537,439
1538,405
1539,374
1540,429
1541,402
1542,398
1543,369
1544,363
1545,397
1546,320
1547,306
1548,264
1549,309
1550,249
1551,289
1552,288
1553,264
1554,233
1555,244
1556,199
1557,192
1558,190
1559,203
1560,179
1561,165
1562,166
1563,138
1564,156
1565,153
1566,128
1567,133
1568,116
1569,135
1570,115
1571,112
1572,111
