299,57
300,45
301,56
302,49
303,41
304,51
305,35
306,43
307,40
308,39
309,52
310,55
311,57
312,22
313,66
314,60
315,74
316,86
317,61
318,77
319,36
320,63
321,70
322,71
323,66
324,77
325,40
326,51
327,62
328,81
329,91
330,76
331,56
332,59
333,74
334,82
335,98
336,92
337,84
338,91
339,123
340,144
341,113
342,84
343,114
344,143
345,130
346,115
347,140
348,161
349,174
350,176
351,154
352,210
353,184
354,174
355,214
356,231
357,209
358,191
359,216
360,244
361,258
362,235
363,269
364,243
365,265
366,269
367,259
368,263
369,275
370,274
371,278
372,271
373,293
374,283
375,332
376,329
377,284
378,278
379,314
380,284
381,318
382,308
383,338
384,298
385,296
386,290
387,276
388,255
389,227
390,247
391,256
392,247
393,236
394,234
395,261
396,246
397,208
398,202
399,182
400,209
401,184
402,196
403,165
404,146
405,158
406,118
407,155
408,158
409,109
410,114
411,110
412,94
413,105
414,100
415,86
416,102
417,75
418,72
419,82
420,34
421,73
422,64
423,57
424,52
425,61
426,60
427,42
428,54
429,25
430,24
431,7
432,25
433,31
434,22
435,30
436,14
437,26
438,31
439,26
440,6
441,19
442,11
443,19
444,28
445,7
446,-12
447,9
448,-4
449,20
450,23
