Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,2048
Coarse Gain:,3
Fine Gain:,0
Upper Discriminator:,2175
Lower Discriminator:,93
Calibration Coefficients:Elapsed Real Time:,356.38
Elapsed Live Time:,353.3
Start Time:,September 12, 2019, 04:02:07
End Time:,September 12, 2019, 04:08:02
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,199,264,35387,3607,19,233

Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,0
27,,0
28,,0
29,,0
30,,0
31,,0
32,,0
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0
42,,0
43,,0
44,,0
45,,0
46,,0
47,,0
48,,0
49,,0
50,,0
51,,0
52,,0
53,,0
54,,0
55,,0
56,,0
57,,0
58,,0
59,,0
60,,0
61,,0
62,,0
63,,0
64,,0
65,,0
66,,0
67,,0
68,,0
69,,0
70,,0
71,,0
72,,0
73,,0
74,,0
75,,0
76,,0
77,,0
78,,0
79,,0
80,,0
81,,0
82,,0
83,,0
84,,5
85,,38
86,,278
87,,504
88,,481
89,,514
90,,495
91,,526
92,,568
93,,567
94,,598
95,,666
96,,709
97,,742
98,,756
99,,805
100,,774
101,,862
102,,798
103,,824
104,,809
105,,896
106,,810
107,,834
108,,827
109,,792
110,,734
111,,734
112,,758
113,,742
114,,659
115,,661
116,,637
117,,674
118,,647
119,,564
120,,608
121,,580
122,,557
123,,544
124,,514
125,,503
126,,524
127,,470
128,,461
129,,479
130,,474
131,,412
132,,484
133,,482
134,,443
135,,447
136,,413
137,,466
138,,458
139,,435
140,,385
141,,433
142,,428
143,,453
144,,438
145,,459
146,,444
147,,458
148,,462
149,,469
150,,469
151,,464
152,,411
153,,448
154,,441
155,,473
156,,451
157,,470
158,,447
159,,461
160,,398
161,,472
162,,419
163,,451
164,,486
165,,497
166,,451
167,,451
168,,452
169,,437
170,,463
171,,470
172,,452
173,,448
174,,467
175,,447
176,,445
177,,469
178,,439
179,,458
180,,436
181,,443
182,,412
183,,423
184,,464
185,,460
186,,419
187,,422
188,,460
189,,435
190,,438
191,,483
192,,425
193,,483
194,,419
195,,432
196,,452
197,,477
198,,405
199,,426
200,,439
201,,505
202,,426
203,,498
204,,452
205,,463
206,,433
207,,446
208,,442
209,,463
210,,442
211,,447
212,,438
213,,444
214,,462
215,,448
216,,442
217,,502
218,,471
219,,471
220,,487
221,,459
222,,496
223,,460
224,,511
225,,497
226,,507
227,,522
228,,503
229,,575
230,,548
231,,557
232,,472
233,,592
234,,612
235,,568
236,,614
237,,586
238,,536
239,,555
240,,637
241,,635
242,,606
243,,611
244,,621
245,,596
246,,645
247,,641
248,,664
249,,605
250,,624
251,,643
252,,598
253,,616
254,,657
255,,622
256,,608
257,,644
258,,575
259,,529
260,,583
261,,606
262,,541
263,,561
264,,502
265,,562
266,,526
267,,509
268,,513
269,,505
270,,495
271,,467
272,,459
273,,463
274,,433
275,,529
276,,431
277,,479
278,,439
279,,403
280,,411
281,,442
282,,452
283,,450
284,,392
285,,456
286,,429
287,,407
288,,421
289,,467
290,,418
291,,406
292,,421
293,,443
294,,386
295,,387
296,,389
297,,478
298,,374
299,,418
300,,399
301,,406
302,,367
303,,442
304,,407
305,,375
306,,375
307,,431
308,,408
309,,420
310,,392
311,,396
312,,393
313,,405
314,,368
315,,405
316,,391
317,,396
318,,403
319,,444
320,,386
321,,409
322,,377
323,,379
324,,436
325,,362
326,,391
327,,377
328,,407
329,,422
330,,349
331,,402
332,,383
333,,424
334,,357
335,,381
336,,378
337,,363
338,,341
339,,363
340,,378
341,,373
342,,387
343,,347
344,,358
345,,360
346,,354
347,,375
348,,335
349,,388
350,,331
351,,354
352,,326
353,,363
354,,313
355,,325
356,,345
357,,371
358,,303
359,,341
360,,361
361,,349
362,,326
363,,323
364,,290
365,,347
366,,333
367,,329
368,,345
369,,315
370,,319
371,,336
372,,303
