Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,2048
Coarse Gain:,3
Fine Gain:,0
Upper Discriminator:,2175
Lower Discriminator:,93
Calibration Coefficients:Elapsed Real Time:,624.0
Elapsed Live Time:,622.58
Start Time:,September 12, 2019, 03:28:25
End Time:,September 12, 2019, 03:38:48
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,199,264,12685,837,7,231

Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,0
27,,0
28,,0
29,,0
30,,0
31,,0
32,,0
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0
42,,0
43,,0
44,,0
45,,0
46,,0
47,,0
48,,0
49,,0
50,,0
51,,0
52,,0
53,,0
54,,0
55,,0
56,,0
57,,0
58,,0
59,,0
60,,0
61,,0
62,,0
63,,0
64,,0
65,,0
66,,0
67,,0
68,,0
69,,0
70,,0
71,,0
72,,0
73,,0
74,,0
75,,0
76,,0
77,,0
78,,0
79,,0
80,,0
81,,0
82,,0
83,,0
84,,2
85,,4
86,,112
87,,259
88,,293
89,,233
90,,219
91,,241
92,,260
93,,266
94,,282
95,,328
96,,327
97,,347
98,,348
99,,383
100,,392
101,,394
102,,373
103,,356
104,,393
105,,407
106,,384
107,,418
108,,395
109,,408
110,,384
111,,377
112,,350
113,,393
114,,336
115,,363
116,,360
117,,348
118,,343
119,,340
120,,277
121,,312
122,,312
123,,326
124,,327
125,,283
126,,289
127,,278
128,,251
129,,281
130,,288
131,,241
132,,264
133,,283
134,,265
135,,265
136,,244
137,,267
138,,237
139,,256
140,,254
141,,279
142,,249
143,,259
144,,243
145,,288
146,,222
147,,231
148,,247
149,,251
150,,242
151,,226
152,,238
153,,287
154,,268
155,,284
156,,240
157,,279
158,,232
159,,237
160,,280
161,,223
162,,248
163,,214
164,,252
165,,274
166,,224
167,,244
168,,253
169,,226
170,,248
171,,247
172,,227
173,,225
174,,213
175,,226
176,,245
177,,233
178,,215
179,,232
180,,207
181,,204
182,,222
183,,240
184,,203
185,,214
186,,191
187,,198
188,,220
189,,205
190,,211
191,,197
192,,196
193,,209
194,,207
195,,186
196,,209
197,,219
198,,177
199,,197
200,,204
201,,189
202,,181
203,,190
204,,191
205,,188
206,,177
207,,189
208,,183
209,,213
210,,189
211,,159
212,,198
213,,207
214,,196
215,,189
216,,165
217,,197
218,,185
219,,180
220,,192
221,,184
222,,186
223,,189
224,,197
225,,200
226,,172
227,,206
228,,179
229,,194
230,,192
231,,185
232,,201
233,,201
234,,170
235,,199
236,,184
237,,214
238,,193
239,,204
240,,201
241,,200
242,,203
243,,180
244,,213
245,,207
246,,201
247,,214
248,,196
249,,206
250,,186
251,,195
252,,199
253,,225
254,,198
255,,208
256,,192
257,,181
258,,200
259,,170
260,,235
261,,193
262,,147
263,,155
264,,171
265,,178
266,,155
267,,157
268,,157
269,,169
270,,148
271,,156
272,,131
273,,142
274,,121
275,,136
276,,132
277,,131
278,,137
279,,111
280,,113
281,,119
282,,118
283,,112
284,,125
285,,105
286,,107
287,,99
288,,116
289,,112
290,,99
291,,102
292,,107
293,,111
294,,92
295,,94
296,,101
297,,100
298,,107
299,,103
300,,94
301,,106
302,,84
303,,93
304,,79
305,,91
306,,99
307,,95
308,,103
309,,89
310,,83
311,,94
312,,99
313,,70
314,,74
315,,78
316,,91
317,,90
318,,79
319,,84
320,,88
321,,86
322,,76
323,,91
324,,69
325,,94
326,,69
327,,92
328,,61
329,,68
330,,67
331,,72
332,,77
333,,80
334,,82
335,,66
336,,66
337,,76
338,,73
339,,62
340,,62
341,,72
342,,71
343,,74
344,,54
345,,70
346,,65
347,,80
348,,52
349,,70
350,,54
351,,66
352,,61
353,,52
354,,70
355,,85
356,,57
357,,75
358,,70
359,,52
360,,67
361,,57
362,,62
363,,61
364,,59
365,,66
366,,58
367,,69
368,,65
369,,64
370,,56
371,,70
372,,68
373,,76
