Channel,net counts,counts(w),counts(wo),N=1
1448,1,3,2,
1449,3,3,0,
1450,1,2,1,
1451,2,3,1,
1452,2,5,3,
1453,2,3,1,
1454,2,4,2,
1455,3,6,3,
1456,-1,3,4,
1457,0,2,2,
1458,-2,2,4,
1459,3,5,2,
1460,1,3,2,
1461,0,3,3,
1462,-2,4,6,
1463,1,3,2,
1464,1,2,1,
1465,-1,0,1,
1466,-3,2,5,
1467,0,0,0,
1468,3,4,1,
1469,-3,2,5,
1470,2,3,1,
1471,-3,3,6,
1472,-1,2,3,
1473,3,5,2,
1474,2,5,3,
1475,1,2,1,
1476,-2,4,6,
1477,-4,1,5,
1478,-1,3,4,
1479,-4,4,8,
1480,0,3,3,
1481,2,7,5,
1482,-5,0,5,
1483,3,3,0,
1484,4,6,2,
1485,1,4,3,
1486,1,1,0,
1487,-3,3,6,
1488,-3,1,4,
1489,-3,3,6,
1490,-1,4,5,
1491,0,3,3,
1492,-1,2,3,
1493,1,2,1,
1494,-1,1,2,
1495,0,3,3,
1496,2,3,1,
1497,0,2,2,
1498,-1,3,4,
1499,2,3,1,
1500,-1,2,3,
1501,1,1,0,
1502,2,3,1,
1503,3,4,1,
1504,1,5,4,
1505,1,5,4,
1506,3,4,1,
1507,-1,2,3,
1508,0,2,2,
1509,-1,0,1,
1510,3,4,1,
1511,0,1,1,
1512,0,3,3,
1513,5,5,0,
1514,1,3,2,
1515,2,5,3,
1516,0,3,3,
1517,-2,0,2,
1518,2,3,1,
1519,-2,0,2,
1520,2,6,4,
1521,-1,1,2,
1522,1,3,2,
1523,1,1,0,
1524,0,1,1,
1525,-3,0,3,
1526,1,3,2,
1527,4,5,1,
1528,0,3,3,
1529,-2,2,4,
1530,-3,1,4,
1531,-1,2,3,
1532,2,4,2,
1533,-1,3,4,
1534,3,3,0,
1535,-1,0,1,
1536,1,3,2,
1537,0,2,2,
1538,1,2,1,
1539,1,2,1,
1540,-3,1,4,
1541,4,6,2,
1542,0,2,2,
1543,2,2,0,
1544,1,4,3,
1545,0,3,3,
1546,0,2,2,
1547,2,6,4,
1548,2,3,1,
1549,2,3,1,
1550,3,4,1,
1551,-4,1,5,
1552,2,3,1,
1553,-2,3,5,
1554,-4,0,4,
1555,0,1,1,
1556,-2,3,5,
1557,0,2,2,
1558,-2,3,5,
1559,1,2,1,
1560,0,2,2,
1561,1,1,0,
1562,0,2,2,
1563,2,4,2,
1564,3,8,5,
1565,-3,1,4,
1566,2,5,3,
1567,2,3,1,
1568,4,7,3,
1569,1,4,3,
1570,-1,5,6,
1571,-3,3,6,
1572,2,3,1,
1573,-3,3,6,
1574,-2,2,4,
1575,0,3,3,
1576,1,7,6,
1577,1,6,5,
1578,0,3,3,
1579,4,9,5,
1580,5,7,2,
1581,1,7,6,
1582,0,9,9,
1583,3,9,6,
1584,-3,5,8,
1585,2,4,2,
1586,2,6,4,
1587,-6,2,8,
1588,-3,3,6,
1589,-4,4,8,
1590,-2,5,7,
1591,10,15,5,
1592,1,7,6,
1593,-3,6,9,
1594,-3,3,6,
1595,-1,4,5,
1596,2,9,7,
1597,3,8,5,
1598,4,10,6,
1599,-2,6,8,
1600,-2,2,4,
1601,9,14,5,
1602,2,7,5,
1603,3,7,4,
1604,2,10,8,
1605,2,9,7,
1606,-1,7,8,
1607,-2,7,9,
1608,-2,8,10,
1609,-4,2,6,
1610,-1,11,12,
1611,-3,1,4,
1612,4,7,3,
1613,1,8,7,
1614,2,7,5,
1615,-7,3,10,
1616,1,7,6,
1617,3,5,2,
1618,1,7,6,
1619,-5,5,10,
1620,2,5,3,
1621,-6,3,9,
1622,0,3,3,
1623,1,2,1,
1624,1,5,4,
1625,-2,3,5,
1626,8,8,0,
1627,4,4,0,
1628,-1,3,4,
1629,-5,2,7,
1630,-2,1,3,
1631,0,4,4,
1632,-5,2,7,
1633,1,3,2,
1634,1,2,1,
1635,1,4,3,
1636,-1,3,4,
1637,2,3,1,
1638,-5,0,5,
1639,1,2,1,
1640,-1,1,2,
1641,1,2,1,
1642,-2,0,2,
1643,0,1,1,
1644,-2,0,2,
1645,-1,1,2,
1646,0,0,0,
1647,0,0,0,
1648,0,1,1,
1649,1,2,1,
1650,-1,0,1,
1651,0,1,1,
1652,-1,1,2,
1653,0,1,1,
1654,0,2,2,
1655,0,1,1,
1656,0,0,0,
1657,-1,0,1,
1658,1,1,0,
1659,0,1,1,
1660,1,1,0,
1661,2,2,0,
1662,-1,0,1,
1663,0,0,0,
1664,1,1,0,
1665,4,5,1,
1666,-2,1,3,
1667,1,2,1,
1668,2,3,1,
1669,0,2,2,
1670,1,2,1,
1671,1,2,1,
1672,1,1,0,
1673,2,3,1,
1674,0,1,1,
1675,1,1,0,
1676,-1,0,1,
1677,-1,0,1,
1678,2,2,0,
1679,1,1,0,
1680,1,1,0,
1681,0,1,1,
1682,0,0,0,
1683,-2,2,4,
1684,1,1,0,
1685,0,1,1,
1686,-1,0,1,
1687,0,3,3,
1688,0,1,1,
1689,-1,0,1,
1690,-2,0,2,
1691,-2,0,2,
1692,1,1,0,
1693,-1,0,1,
1694,0,1,1,
1695,3,3,0,
1696,1,1,0,
1697,-1,1,2,
1698,0,0,0,
1699,1,1,0,
1700,2,2,0,
1701,-1,0,1,
1702,0,1,1,
1703,1,1,0,
1704,0,0,0,
1705,1,1,0,
1706,2,2,0,
1707,0,0,0,
1708,2,2,0,
1709,0,2,2,
1710,1,1,0,
1711,-1,0,1,
1712,-1,0,1,
1713,-4,0,4,
1714,0,1,1,
1715,0,1,1,
1716,-1,0,1,
1717,-1,1,2,
1718,0,1,1,
1719,0,0,0,
1720,0,1,1,
1721,-2,0,2,
1722,0,0,0,
1723,1,2,1,
1724,1,1,0,
1725,-1,0,1,
1726,1,1,0,
1727,-1,0,1,
1728,-1,0,1,
1729,0,0,0,
1730,-1,0,1,
1731,-1,0,1,
1732,-1,1,2,
1733,0,1,1,
1734,-1,1,2,
1735,2,2,0,
1736,-1,0,1,
1737,1,1,0,
1738,0,0,0,
1739,0,1,1,
1740,1,1,0,
1741,1,1,0,
1742,0,0,0,
1743,-1,1,2,
1744,-1,3,4,
1745,0,0,0,
1746,3,3,0,
1747,-2,1,3,
1748,3,3,0,
1749,-2,0,2,
1750,0,1,1,
1751,-1,2,3,
1752,-1,0,1,
1753,2,2,0,
1754,-1,1,2,
1755,3,4,1,
1756,3,3,0,
1757,0,2,2,
1758,0,2,2,
1759,0,1,1,
1760,1,2,1,
1761,0,0,0,
1762,1,1,0,
1763,0,1,1,
1764,1,1,0,
1765,1,1,0,
1766,2,2,0,
1767,0,1,1,
1768,2,3,1,
1769,-2,0,2,
1770,0,0,0,
1771,1,2,1,
1772,-2,1,3,
1773,1,1,0,
1774,-1,0,1,
1775,1,1,0,
1776,0,0,0,
1777,0,0,0,
1778,1,1,0,
1779,-1,0,1,
1780,1,1,0,
1781,-2,0,2,
1782,0,1,1,
1783,-2,0,2,
1784,0,0,0,
1785,-3,0,3,
1786,0,0,0,
1787,1,2,1,
1788,0,0,0,
1789,0,0,0,
1790,0,0,0,
1791,1,1,0,
1792,0,0,0,
1793,0,0,0,
1794,0,0,0,
1795,0,0,0,
1796,0,1,1,
1797,2,2,0,
1798,0,0,0,
1799,3,3,0,
1800,0,0,0,
1801,1,1,0,
1802,2,2,0,
1803,3,3,0,
1804,1,1,0,
1805,-1,0,1,
1806,-1,0,1,
1807,1,1,0,
1808,0,1,1,
1809,-1,0,1,
1810,0,1,1,
1811,0,0,0,
1812,0,0,0,
1813,0,0,0,
1814,0,1,1,
1815,0,0,0,
1816,1,1,0,
1817,-1,0,1,
1818,1,1,0,
1819,0,0,0,
1820,0,0,0,
1821,-2,0,2,
1822,0,1,1,
1823,0,0,0,
1824,2,2,0,
1825,0,0,0,
1826,0,1,1,
1827,-1,0,1,
1828,0,1,1,
1829,0,0,0,
1830,0,1,1,
1831,-2,0,2,
1832,1,1,0,
1833,0,0,0,
1834,-1,0,1,
1835,1,1,0,
1836,0,0,0,
1837,1,1,0,
1838,1,2,1,
1839,-1,0,1,
1840,-1,0,1,
1841,0,0,0,
1842,0,0,0,
1843,0,0,0,
1844,-1,0,1,
1845,0,0,0,
1846,1,1,0,
1847,0,0,0,
1848,1,1,0,
1849,1,1,0,
1850,0,0,0,
1851,1,1,0,
1852,0,0,0,
1853,0,1,1,
1854,0,0,0,
1855,0,0,0,
1856,1,1,0,
1857,-1,0,1,
1858,-1,0,1,
1859,0,0,0,
1860,-1,0,1,
1861,-1,0,1,
1862,0,0,0,
1863,1,1,0,
1864,0,0,0,
1865,2,2,0,
1866,-1,0,1,
1867,0,0,0,
1868,0,0,0,
1869,0,0,0,
1870,0,0,0,
1871,2,2,0,
1872,0,0,0,
1873,-1,1,2,
1874,0,0,0,
1875,-2,0,2,
1876,0,0,0,
1877,-3,0,3,
1878,1,2,1,
1879,1,2,1,
1880,0,0,0,
1881,-2,0,2,
1882,0,1,1,
1883,-1,1,2,
1884,2,2,0,
1885,-1,0,1,
1886,-3,0,3,
1887,1,1,0,
1888,0,0,0,
1889,0,0,0,
1890,-1,0,1,
1891,2,2,0,
1892,-2,0,2,
1893,1,1,0,
1894,0,1,1,
1895,-3,0,3,
1896,0,0,0,
1897,0,1,1,
1898,-2,0,2,
1899,0,0,0,
1900,1,1,0,
1901,-1,0,1,
1902,-1,0,1,
1903,1,1,0,
1904,0,0,0,
1905,0,1,1,
1906,1,1,0,
1907,1,1,0,
1908,0,1,1,
1909,0,1,1,
1910,1,1,0,
1911,-1,0,1,
1912,0,0,0,
1913,-1,0,1,
1914,1,2,1,
1915,1,1,0,
1916,0,0,0,
1917,-1,1,2,
1918,1,1,0,
1919,-1,2,3,
1920,0,1,1,
1921,0,0,0,
1922,-1,1,2,
1923,0,1,1,
1924,0,1,1,
1925,-1,1,2,
1926,-1,0,1,
1927,0,0,0,
1928,1,1,0,
1929,1,1,0,
1930,-1,0,1,
1931,1,1,0,
1932,-3,0,3,
1933,-2,0,2,
1934,1,2,1,
1935,-1,0,1,
1936,0,0,0,
1937,1,1,0,
1938,2,2,0,
1939,-1,0,1,
1940,2,2,0,
1941,0,0,0,
1942,-1,0,1,
1943,-1,0,1,
1944,-2,0,2,
1945,0,0,0,
1946,-1,0,1,
1947,0,0,0,
1948,-1,0,1,
1949,0,0,0,
1950,-3,0,3,
1951,0,0,0,
1952,2,2,0,
1953,1,1,0,
1954,0,0,0,
1955,0,0,0,
1956,0,0,0,
1957,0,0,0,
1958,0,0,0,
1959,1,1,0,
1960,2,2,0,
1961,0,0,0,
1962,0,0,0,
1963,0,0,0,
1964,-1,1,2,
1965,1,1,0,
1966,2,2,0,
1967,-1,0,1,
1968,-1,0,1,
1969,0,1,1,
1970,-1,0,1,
1971,0,0,0,
1972,0,0,0,
1973,-1,0,1,
1974,-1,0,1,
1975,0,0,0,
1976,1,1,0,
1977,0,0,0,
1978,-1,0,1,
1979,0,0,0,
1980,0,0,0,
1981,1,1,0,
1982,1,1,0,
1983,0,0,0,
1984,-1,0,1,
1985,1,1,0,
1986,0,0,0,
1987,0,0,0,
1988,-1,0,1,
1989,-1,0,1,
1990,0,0,0,
1991,-1,0,1,
1992,-1,0,1,
1993,0,0,0,
1994,-1,0,1,
1995,1,1,0,
1996,0,0,0,
1997,0,0,0,
1998,0,0,0,
1999,0,0,0,
2000,0,0,0,
2001,0,0,0,
2002,-1,0,1,
2003,-1,0,1,
2004,1,1,0,
2005,-1,0,1,
2006,-2,0,2,
2007,0,0,0,
2008,0,0,0,
2009,0,0,0,
2010,0,0,0,
2011,0,0,0,
2012,1,1,0,
2013,-1,0,1,
2014,-2,0,2,
2015,-1,0,1,
2016,0,1,1,
2017,0,0,0,
2018,-1,0,1,
2019,0,0,0,
2020,-1,0,1,
2021,0,0,0,
2022,0,0,0,
2023,-1,0,1,
2024,1,1,0,
2025,-1,0,1,
2026,1,1,0,
2027,0,0,0,
2028,0,1,1,
2029,0,0,0,
2030,1,1,0,
2031,1,1,0,
2032,0,0,0,
2033,-3,1,4,
2034,0,0,0,
2035,0,0,0,
2036,0,0,0,
2037,-2,0,2,
2038,2,2,0,
2039,1,1,0,
2040,-1,0,1,
2041,-2,0,2,
2042,1,1,0,
2043,-1,0,1,
2044,-1,0,1,
2045,0,2,2,
2046,0,1,1,
2047,0,1,1,
