Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,2048
Coarse Gain:,3
Fine Gain:,0
Upper Discriminator:,2175
Lower Discriminator:,93
Calibration Coefficients:Elapsed Real Time:,333.63
Elapsed Live Time:,332.27
Start Time:,September 12, 2019, 04:22:03
End Time:,September 12, 2019, 04:27:37
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,775,886,21516,7347,36,835

Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,0
27,,0
28,,0
29,,0
30,,0
31,,0
32,,0
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0
42,,0
43,,0
44,,0
45,,0
46,,0
47,,0
48,,0
49,,0
50,,0
51,,0
52,,0
53,,0
54,,0
55,,0
56,,0
57,,0
58,,0
59,,0
60,,0
61,,0
62,,0
63,,0
64,,0
65,,0
66,,0
67,,0
68,,0
69,,0
70,,0
71,,0
72,,0
73,,0
74,,0
75,,0
76,,0
77,,0
78,,0
79,,0
80,,0
81,,0
82,,0
83,,1
84,,6
85,,35
86,,186
87,,320
88,,327
89,,352
90,,324
91,,345
92,,346
93,,430
94,,429
95,,457
96,,474
97,,514
98,,503
99,,501
100,,560
101,,527
102,,530
103,,543
104,,539
105,,598
106,,515
107,,511
108,,551
109,,537
110,,490
111,,485
112,,471
113,,470
114,,420
115,,468
116,,419
117,,459
118,,386
119,,431
120,,410
121,,359
122,,364
123,,345
124,,318
125,,362
126,,334
127,,320
128,,298
129,,295
130,,330
131,,289
132,,300
133,,318
134,,332
135,,313
136,,268
137,,308
138,,289
139,,294
140,,326
141,,300
142,,325
143,,290
144,,316
145,,315
146,,282
147,,289
148,,285
149,,323
150,,271
151,,269
152,,282
153,,285
154,,297
155,,324
156,,292
157,,306
158,,307
159,,310
160,,340
161,,291
162,,308
163,,300
164,,309
165,,319
166,,305
167,,298
168,,298
169,,297
170,,271
171,,309
172,,284
173,,293
174,,306
175,,282
176,,269
177,,284
178,,319
179,,284
180,,288
181,,272
182,,288
183,,273
184,,265
185,,303
186,,286
187,,267
188,,248
189,,307
190,,243
191,,302
192,,284
193,,299
194,,278
195,,237
196,,284
197,,279
198,,253
199,,294
200,,256
201,,263
202,,277
203,,295
204,,268
205,,275
206,,251
207,,256
208,,256
209,,285
210,,251
211,,302
212,,274
213,,273
214,,258
215,,288
216,,279
217,,269
218,,282
219,,301
220,,271
221,,284
222,,293
223,,267
224,,241
225,,292
226,,268
227,,298
228,,304
229,,301
230,,286
231,,274
232,,246
233,,288
234,,288
235,,301
236,,276
237,,304
238,,272
239,,287
240,,301
241,,277
242,,334
243,,297
244,,311
245,,292
246,,278
247,,308
248,,279
249,,308
250,,267
251,,343
252,,274
253,,290
254,,287
255,,296
256,,286
257,,336
258,,277
259,,257
260,,296
261,,294
262,,299
263,,271
264,,286
265,,285
266,,275
267,,276
268,,271
269,,281
270,,260
271,,303
272,,283
273,,273
274,,284
275,,270
276,,303
277,,264
278,,260
279,,269
280,,240
281,,275
282,,247
283,,308
284,,312
285,,278
286,,244
287,,283
288,,271
289,,250
290,,259
291,,250
292,,276
293,,261
294,,259
295,,293
296,,275
297,,303
298,,276
299,,277
300,,247
301,,269
302,,249
303,,252
304,,265
305,,252
306,,244
307,,268
308,,247
309,,295
310,,213
311,,252
312,,254
313,,245
314,,250
315,,260
316,,269
317,,218
318,,268
319,,261
320,,229
321,,263
322,,242
323,,237
324,,238
325,,240
326,,219
327,,243
328,,213
329,,252
330,,231
331,,222
332,,237
333,,263
334,,230
335,,227
336,,223
337,,223
338,,202
339,,204
340,,203
341,,213
342,,212
343,,199
344,,185
345,,211
346,,227
347,,225
348,,204
349,,187
350,,191
351,,174
352,,205
353,,211
354,,192
355,,188
356,,169
357,,208
358,,184
359,,205
360,,181
361,,184
362,,187
363,,184
364,,179
365,,187
366,,163
367,,181
368,,206
369,,183
370,,182
371,,186
372,,171
